2011,3,30,7,41,3,56,0
2010,11,5,7,40,3,67,2
2005,5,22,19,74,8,77,9
2012,1,6,20,70,14,77,10
2003,10,14,21,60,49,65,55
2006,7,28,10,75,21,68,8
2000,4,24,7,23,2,38,1
2007,3,22,15,76,29,71,22
2007,8,29,17,53,38,42,6
2011,3,28,14,53,17,68,21
2005,4,25,7,67,4,64,2
2011,4,7,19,84,12,76,16
2003,6,26,14,70,19,61,4
2018,7,26,15,83,12,68,8
2018,7,21,14,53,34,80,44
2016,7,12,22,72,11,32,14
2014,6,17,18,60,29,73,16
2004,1,9,6,21,5,10,1
2016,3,6,6,9,0,20,2
2004,5,10,5,2,0,11,0
2015,2,1,7,9,1,23,2
2017,6,3,23,3,2,7,2
2018,2,9,16,70,13,63,9
2002,11,10,15,28,4,41,4
2009,1,17,11,61,12,44,4
2015,8,1,21,68,16,27,11
2017,12,23,12,54,17,33,7
2010,5,16,6,5,0,18,1
2015,12,9,15,76,3,71,2
2015,8,2,12,68,16,63,1
2014,9,8,12,68,10,50,5
2014,11,19,7,31,7,44,2
2005,2,23,19,76,21,69,8
2018,8,20,6,20,0,20,1
2013,6,4,18,42,10,87,9
2006,7,22,20,64,50,56,26
2011,3,25,13,75,7,73,7
2010,9,21,20,80,17,76,9
2010,11,16,18,48,18,75,16
2012,11,1,9,80,6,76,1
2017,12,14,18,39,11,74,9
2008,7,21,19,56,37,84,24
2015,12,19,15,54,4,71,13
2007,5,4,0,2,2,2,1
2018,12,5,12,62,6,64,4
2000,7,22,14,21,4,49,3
2002,8,17,19,28,18,40,3
2010,6,11,12,67,4,76,6
2001,8,15,8,63,21,34,1
2016,5,8,22,64,7,22,3
2014,1,31,5,2,0,6,0
2003,6,7,18,55,18,49,12
2003,8,5,18,50,29,40,9
2015,3,31,16,80,9,62,6
2002,8,12,12,38,5,25,3
2002,10,11,21,32,21,45,28
2003,1,29,16,48,15,59,30
2011,9,20,12,72,8,66,3
2009,4,17,10,75,26,65,1
2016,4,16,5,3,0,4,0
2018,6,12,5,8,3,6,1
2004,4,21,20,85,24,89,10
2009,4,1,16,80,45,60,9
2003,1,27,18,54,11,59,4
2013,9,1,22,36,7,19,11
2002,5,3,14,38,30,38,29
2012,8,31,6,11,0,19,1
2018,10,5,6,20,0,22,1
2017,11,23,19,8,2,14,0
2016,10,11,20,45,4,78,10
2005,6,25,17,72,10,65,8
2000,7,8,7,20,2,41,2
2009,3,24,23,3,3,6,1
2013,6,27,16,96,59,63,7
2003,8,21,13,58,18,68,11
2009,9,7,19,47,9,85,17
2000,11,19,18,42,28,48,12
2000,3,30,17,53,2,25,3
2009,9,1,21,84,10,54,4
2010,1,15,23,2,2,6,2
2000,8,15,23,34,2,7,2
2012,8,29,15,66,4,73,6
2001,10,22,22,25,4,39,1
2003,11,9,23,14,3,7,1
2012,12,20,22,58,17,18,11
2009,4,12,9,88,10,77,2
2018,8,10,5,8,0,7,2
2017,12,28,13,56,5,50,8
2013,1,4,13,72,4,75,8
2000,6,3,7,22,0,32,4
2017,3,31,22,69,21,26,10
2008,10,28,15,76,25,72,4
2015,2,3,5,2,0,2,0
2017,5,4,21,69,43,41,14
2009,8,15,8,87,10,86,4
2004,2,18,10,63,21,66,1
2011,8,24,9,71,4,87,4
2012,11,28,21,46,3,48,2
2017,2,25,22,50,2,8,5
2012,3,19,11,47,5,71,8
2013,4,5,7,36,5,46,1
2002,11,17,14,44,11,37,7
2018,9,25,8,87,9,75,1
2013,7,24,8,85,2,90,3
2007,3,25,14,73,12,80,12
2015,2,5,19,82,9,87,9
2001,6,16,11,46,16,43,7
2006,11,19,8,73,7,84,4
2001,1,20,17,56,6,22,5
2018,5,10,20,57,52,57,20
2001,1,3,7,15,3,36,4
2008,5,8,17,54,21,59,8
2000,7,28,8,73,14,27,0
2000,4,23,6,22,1,10,0
2017,4,15,19,65,2,44,5
2013,4,8,16,88,6,69,7
2012,2,11,10,77,6,39,2
2004,2,24,13,64,33,65,17
2016,7,7,13,77,14,66,16
2006,11,13,14,68,18,88,22
2004,1,2,11,82,15,56,1
2000,3,11,0,24,22,9,8
2000,6,14,22,24,16,47,24
2010,8,26,20,68,12,87,22
2005,6,3,0,15,15,5,4
2003,6,21,15,42,11,55,7
2010,1,30,14,47,8,54,3
2006,8,30,8,70,8,62,1
2000,5,23,15,45,6,34,5
2001,6,19,10,39,6,49,2
2016,2,13,16,46,6,47,1
2009,6,10,21,70,58,77,69
2006,11,14,15,74,18,71,7
2003,1,2,10,54,10,51,8
2018,9,10,8,85,4,89,1
2002,3,2,19,42,34,37,19
2013,1,2,11,47,8,64,8
2008,3,25,11,58,10,61,4
2014,11,13,5,4,0,7,0
2016,5,26,19,82,14,76,17
2015,1,7,14,56,9,67,6
2005,8,7,10,74,15,63,3
2018,3,17,23,4,2,9,0
2006,4,1,21,72,17,47,8
2009,3,15,11,71,56,57,33
2015,6,4,12,75,2,57,2
2005,4,28,0,3,3,1,0
2013,1,3,16,84,7,71,11
2018,8,27,7,35,1,77,2
2009,7,25,16,63,7,61,13
2003,12,13,10,60,13,57,3
2008,10,25,8,72,13,77,5
2009,12,16,7,45,3,72,0
2018,7,4,22,72,6,13,2
2007,3,13,11,74,10,62,4
2009,1,19,5,2,0,4,0
2009,4,19,8,97,18,78,2
2013,6,29,18,39,16,74,20
2000,7,25,15,46,12,43,6
2012,2,14,9,64,0,74,2
2012,2,26,20,77,5,78,10
2012,6,30,11,44,7,68,8
2010,12,20,20,78,20,77,21
2000,2,4,18,31,7,52,6
2012,2,29,9,63,4,76,4
2012,3,17,5,4,0,4,0
2005,1,6,12,64,16,66,12
2005,5,19,5,2,0,10,0
2007,7,7,19,51,17,93,24
2006,11,3,6,20,1,14,1
2010,5,11,7,37,0,61,1
2018,1,17,13,45,41,55,45
2010,8,11,18,50,13,79,19
2005,1,24,1,1,1,3,3
2002,6,21,20,54,8,47,4
2005,8,25,19,71,43,63,46
2009,11,30,12,81,14,65,13
2017,11,30,23,6,0,11,0
2008,1,22,19,62,25,80,13
2017,10,20,20,54,5,68,11
2006,12,2,21,63,12,39,5
2002,3,9,21,37,12,31,11
2010,8,23,16,92,21,76,16
2009,8,15,19,48,6,67,9
2004,3,23,18,59,5,52,2
2008,11,8,6,8,0,9,0
2011,8,24,18,36,9,78,6
2004,2,29,5,1,0,8,0
2009,12,21,22,58,28,28,19
2011,6,10,15,92,22,67,11
2002,4,9,10,37,21,47,0
2004,7,6,6,18,1,19,1
2003,10,19,13,51,3,72,3
2010,10,14,10,95,7,64,4
2006,6,28,0,4,4,6,6
2007,8,22,11,59,6,70,7
2009,4,30,10,70,13,74,8
2013,5,24,17,77,13,45,6
2009,1,7,8,88,26,79,1
2002,7,14,18,28,7,30,3
2018,6,7,21,93,14,64,17
2009,1,4,21,75,45,71,43
2003,8,7,23,17,12,14,8
2015,11,9,23,23,3,16,5
2007,12,30,18,60,48,73,57
2010,6,11,23,22,11,13,7
2011,12,14,23,2,2,5,3
2013,5,12,12,67,4,58,3
2005,4,22,13,30,30,37,2
2009,3,2,17,71,36,56,25
2006,5,4,8,74,6,86,0
2005,5,27,7,55,2,52,4
2013,5,18,14,47,7,84,10
2005,5,19,14,63,9,72,11
2002,6,11,16,32,11,47,5
2005,5,22,8,77,4,62,2
2003,10,14,14,73,25,57,11
2004,7,3,13,63,25,65,17
2013,3,11,23,16,15,14,6
2015,7,30,12,73,8,75,4
2017,6,3,12,59,9,58,3
2018,6,3,17,60,16,45,7
2013,6,29,9,73,16,77,13
2000,3,24,19,55,5,24,5
2011,3,25,6,8,0,23,2
2002,8,12,7,17,1,28,1
2014,9,22,18,53,8,69,6
2003,7,6,7,18,0,50,4
2012,8,31,13,71,9,77,7
2015,12,7,18,40,2,77,4
2002,10,2,15,37,2,40,1
2002,3,23,20,46,15,53,7
2013,6,27,11,50,8,69,12
2014,7,1,10,85,9,43,1
2010,12,20,15,75,25,85,18
2018,6,12,14,60,7,83,14
2018,3,21,17,55,7,58,20
2008,6,30,23,22,7,7,1
2006,11,3,13,66,34,70,15
2003,11,24,20,74,6,76,10
2005,4,28,11,70,11,66,3
2018,4,10,18,30,4,74,14
2012,11,26,16,93,8,77,9
2001,1,25,9,19,5,50,7
2008,1,28,21,93,16,39,14
2008,2,8,21,92,13,40,12
2007,4,16,20,82,37,70,18
2016,7,7,6,14,3,31,1
2010,10,11,9,90,9,84,4
2015,6,4,7,37,2,71,1
2007,8,29,10,77,12,58,3
2014,1,3,14,62,28,63,24
2014,5,17,22,13,3,9,6
2010,12,25,16,36,15,23,7
2006,6,27,1,2,2,9,9
2018,7,21,5,9,1,4,0
2004,10,26,22,55,5,45,1
2015,1,7,5,3,0,1,0
2008,10,25,19,33,6,61,12
2017,3,31,13,71,10,61,4
2017,5,24,21,80,36,70,42
2005,10,23,6,14,0,14,1
2010,5,5,16,87,15,70,4
2014,5,7,14,55,4,76,6
2002,2,11,20,52,7,54,3
2007,6,11,15,67,43,75,24
2017,12,23,23,13,10,27,15
2012,9,19,10,89,1,55,2
2012,4,25,20,66,6,71,6
2010,8,11,9,71,5,78,4
2009,3,15,16,75,54,62,52
2012,9,13,8,90,4,93,0
2016,2,5,9,85,8,72,6
2015,7,5,21,67,12,66,18
2017,8,25,19,85,9,70,13
2001,1,20,10,55,20,35,5
2009,8,9,7,31,0,72,4
2016,1,14,21,59,9,54,12
2003,12,4,16,59,37,48,34
2000,7,22,21,47,3,19,4
2007,3,25,21,61,21,52,15
2014,8,19,21,62,12,49,16
2012,2,29,18,47,13,78,11
2010,2,6,22,18,3,3,0
2002,11,10,20,51,22,41,7
2000,3,11,11,22,10,45,8
2011,8,14,1,1,1,8,8
2003,9,16,21,40,2,51,8
2006,7,5,1,22,22,10,9
2000,6,3,12,50,6,52,6
2012,3,19,0,1,1,4,0
2012,8,10,0,7,7,8,5
2012,6,18,10,90,4,52,1
2009,1,19,14,76,12,72,13
2004,3,29,16,63,18,77,40
2003,12,13,17,60,22,56,42
2016,2,18,10,78,3,46,8
2015,12,13,6,8,0,14,0
2010,2,9,19,47,13,76,22
2006,8,18,5,3,0,12,1
2007,3,16,15,65,26,62,16
2015,9,7,5,5,0,4,0
2007,8,13,23,34,25,16,11
2000,9,24,1,1,1,3,2
2001,12,6,20,53,5,54,2
2005,8,7,17,58,36,63,40
2015,4,18,21,65,7,22,5
2000,7,28,19,42,15,27,15
2014,2,16,18,56,5,61,7
2009,2,21,22,30,3,4,2
2010,11,5,12,69,11,64,5
2009,1,12,15,66,22,92,30
2004,2,24,6,22,0,11,0
2000,5,24,21,40,14,23,5
2012,5,8,17,63,17,56,8
2001,2,20,9,21,3,48,2
2005,1,6,7,32,6,57,2
2007,11,1,16,82,13,79,9
2016,9,4,21,55,0,25,3
2011,9,9,19,96,9,78,8
2013,1,2,16,90,11,65,12
2014,2,22,21,62,14,21,3
2005,12,19,17,83,25,70,15
2012,3,17,14,62,8,68,8
2010,8,14,10,71,27,57,12
2005,12,17,19,57,9,55,12
2002,5,3,5,1,0,7,1
2012,8,29,20,65,7,74,7
2013,5,15,13,70,8,65,4
2017,4,3,14,33,27,33,19
2007,3,13,0,2,2,5,4
2009,11,5,10,80,4,64,3
2014,12,13,17,63,5,55,1
2008,4,2,9,107,8,79,3
2002,10,30,23,5,0,8,1
2010,8,26,15,90,39,79,13
2009,12,11,13,80,12,85,10
2011,12,30,21,47,6,59,8
2005,10,28,7,55,3,56,0
2006,11,14,20,66,13,74,12
2006,7,27,16,67,27,70,16
2018,6,19,15,73,16,58,4
2018,11,29,7,38,5,66,2
2005,5,3,20,70,2,86,4
2011,3,28,5,4,0,3,0
2009,11,30,7,50,4,63,0
2004,10,14,19,65,15,83,12
2003,3,6,11,62,38,74,10
2017,3,20,23,17,2,11,0
2006,8,3,16,69,31,81,18
2009,12,16,12,78,11,75,4
2005,5,17,0,1,1,2,1
2015,8,28,18,34,3,63,9
2014,9,8,23,5,2,12,6
2001,4,13,5,1,0,10,1
2013,4,8,11,49,8,62,4
2003,1,27,9,68,17,60,10
2016,4,16,14,55,3,62,3
2001,4,9,19,32,3,39,4
2010,8,29,18,46,6,71,12
2010,9,24,16,90,26,74,22
2004,1,19,13,57,4,59,2
2014,4,22,19,75,1,74,8
2015,2,5,8,79,5,79,0
2018,8,20,13,75,9,66,8
2001,2,25,10,51,18,32,13
2011,10,3,8,92,2,80,1
2000,4,15,8,75,14,33,1
2010,9,9,0,1,1,3,1
2017,9,22,19,83,23,66,10
2003,1,29,11,69,7,58,0
2001,9,30,23,25,1,6,2
2011,2,5,20,49,6,43,5
2006,7,4,22,58,54,61,24
2016,4,28,23,24,5,17,4
2015,4,20,14,50,14,63,10
2004,4,3,10,59,11,62,2
2008,3,20,15,77,22,78,19
2012,2,23,16,90,28,68,7
2004,1,14,14,71,6,76,1
2005,7,31,22,73,64,75,61
2014,1,31,14,48,17,65,25
2018,7,8,1,1,1,3,3
2018,8,27,12,69,8,70,4
2002,10,11,14,46,25,34,10
2002,8,24,14,47,2,47,1
2016,9,11,22,61,6,26,6
2014,9,30,17,52,19,56,11
2017,1,11,17,61,5,50,8
2015,2,1,12,56,6,41,2
2005,1,1,18,51,5,50,0
2018,10,30,20,42,5,52,2
2012,6,12,8,94,8,83,1
2007,1,26,18,69,11,60,15
2009,11,28,18,63,8,65,7
2018,12,26,5,9,0,10,2
2000,4,9,20,44,15,64,17
2013,1,4,22,51,4,11,4
2018,11,22,6,22,1,15,0
2001,6,19,17,61,14,39,1
2015,5,16,14,51,4,58,3
2003,1,22,10,67,24,65,7
2005,5,12,15,69,12,74,4
2010,9,21,15,75,13,91,14
2010,5,8,7,20,2,62,0
2008,1,8,22,24,7,11,0
2004,9,17,15,64,26,50,26
2015,9,20,19,90,8,95,7
2002,5,27,18,30,9,38,4
2018,7,9,6,20,0,25,0
2007,12,24,19,32,5,65,8
2016,2,13,11,45,4,44,3
2017,10,2,21,79,2,62,4
2010,4,10,18,53,6,44,4
2013,9,23,20,64,6,91,12
2013,10,14,19,99,8,76,15
2015,8,8,9,75,4,73,1
2007,10,27,20,32,3,62,8
2008,10,9,16,84,28,74,11
2009,11,3,20,73,4,73,2
2000,1,28,21,24,5,12,1
2006,3,27,20,55,5,92,11
2002,3,2,8,66,15,28,1
2004,3,9,23,41,16,33,20
2008,1,17,19,58,32,73,36
2005,4,25,12,79,5,79,6
2014,4,28,21,57,34,75,23
2007,9,12,5,2,0,13,1
2015,7,5,16,80,9,65,7
2009,12,16,9,99,6,70,0
2008,1,22,22,36,18,20,11
2006,12,2,16,56,6,69,12
2002,3,23,17,56,11,37,2
2013,6,29,12,59,6,51,10
2015,12,19,1,1,1,2,1
2012,9,19,15,66,8,78,8
2014,8,19,16,70,19,70,17
2015,12,7,23,13,0,14,4
2004,10,14,22,73,24,46,6
2000,3,11,14,24,17,24,4
2012,8,10,5,2,0,4,1
2007,9,12,0,3,3,3,1
2002,4,9,15,33,6,39,3
2017,10,20,17,52,4,47,5
2001,8,15,6,31,0,6,1
2009,4,12,7,23,0,70,0
2006,6,28,5,3,1,11,1
2009,4,30,15,64,14,83,8
2018,4,10,23,15,4,17,6
2005,7,31,19,70,48,61,47
2009,1,4,16,71,43,69,49
2012,5,8,20,65,9,82,15
2014,9,8,18,47,9,72,17
2003,8,7,18,56,42,59,5
2007,12,30,23,24,19,17,10
2007,3,16,10,70,18,65,9
2005,5,3,17,83,5,73,5
2016,9,11,19,86,16,55,11
2009,3,2,20,86,46,78,46
2010,10,11,12,63,1,70,3
2006,8,30,6,20,3,17,0
2005,5,19,11,73,10,74,5
2000,5,24,16,32,5,57,5
2000,7,28,22,23,17,40,12
2009,2,21,19,38,7,65,7
2004,7,3,8,99,52,52,11
2000,6,3,9,21,3,39,4
2018,6,12,11,49,7,71,12
2012,3,19,5,7,0,2,0
2016,4,18,5,7,0,6,0
2001,2,20,12,43,9,42,3
2015,4,20,11,54,12,58,6
2007,3,25,16,70,16,68,12
2011,8,11,7,47,0,63,1
2011,9,9,22,70,6,20,6
2013,1,2,21,59,11,49,10
2012,8,31,8,87,4,87,1
2008,3,20,10,85,20,70,15
2011,2,5,17,41,5,50,9
2009,4,19,6,6,0,10,1
2014,7,1,15,75,15,76,9
2002,6,11,21,37,3,28,5
2008,2,8,16,76,14,68,11
2010,8,14,15,66,45,57,22
2010,9,9,5,2,0,9,0
2017,4,3,11,48,37,27,2
2004,3,9,18,66,39,53,32
2016,1,14,16,74,11,60,8
2012,11,26,21,59,5,66,10
2001,1,25,12,39,8,48,0
2009,12,11,8,104,17,77,3
2002,10,30,18,34,3,42,0
2010,9,21,10,97,7,50,1
2010,11,5,9,85,5,87,4
2015,11,9,18,35,11,72,10
2012,2,14,7,36,0,50,0
2014,5,17,19,68,9,69,8
2003,11,24,17,105,32,71,15
2010,8,29,23,4,2,6,1
2007,7,31,1,1,1,3,3
2004,10,26,19,54,4,79,6
2018,6,19,10,83,3,52,3
2006,8,12,6,13,0,15,1
2017,3,31,8,87,7,85,3
2008,4,7,7,48,4,64,3
2011,3,28,0,1,1,3,3
2010,5,5,21,76,6,58,6
2001,4,13,0,4,3,2,0
2017,3,20,18,52,6,70,7
2014,12,13,20,43,2,27,4
2011,12,14,18,34,7,79,7
2009,11,3,17,65,1,65,1
2012,4,25,17,71,6,54,7
2011,12,30,16,79,10,67,6
2007,1,26,23,11,4,6,1
2012,2,29,23,7,6,12,6
2007,8,22,14,75,21,75,12
2010,2,9,22,27,14,16,8
2000,9,21,7,17,4,37,4
2004,1,2,5,1,0,11,3
2006,11,14,17,73,20,62,9
2018,6,3,20,66,62,89,23
2002,5,3,0,5,5,4,4
2006,11,3,8,69,19,77,3
2005,4,22,8,84,5,81,3
2001,4,9,22,21,8,42,6
2004,11,25,7,23,5,61,4
2007,9,18,6,13,1,10,0
2002,11,10,17,48,23,35,6
2000,7,22,16,35,9,58,6
2004,1,19,8,109,11,73,2
2000,10,9,5,1,0,7,0
2010,2,6,19,38,5,64,6
2018,8,20,8,101,9,86,2
2001,2,25,15,32,13,41,25
2014,2,16,23,4,4,8,1
2013,5,15,8,101,3,93,3
2013,1,4,19,89,4,87,9
2015,5,16,11,50,4,44,1
2001,9,30,18,25,2,25,1
2009,1,19,11,61,13,52,8
2012,1,1,7,13,1,22,0
2004,3,29,21,61,9,65,7
2016,4,28,18,39,7,77,9
2004,9,17,10,54,22,48,12
2003,3,6,14,55,14,64,16
2018,12,26,0,6,6,7,3
2013,9,23,17,72,8,47,5
2012,12,17,6,12,1,17,3
2002,11,23,7,13,1,25,0
2014,4,22,22,24,4,17,7
2013,4,8,14,70,8,73,8
2009,12,21,19,75,25,95,27
2011,8,24,23,28,9,9,4
2005,8,7,20,51,42,62,46
2015,4,18,16,63,8,50,4
2017,1,11,20,36,6,61,8
2012,6,18,15,80,7,78,5
2006,6,22,7,47,5,59,3
2010,6,11,18,59,38,84,41
2010,12,20,10,102,16,49,5
2003,9,16,16,46,9,76,2
2018,6,7,16,75,5,67,7
2002,5,27,23,8,3,11,6
2006,7,27,21,81,37,51,27
2014,9,5,5,2,0,6,0
2018,3,21,20,59,18,70,19
2012,6,12,13,81,17,77,13
2001,4,19,6,30,2,5,0
2012,8,29,17,69,7,51,1
2014,2,22,16,59,2,63,9
2001,12,6,17,59,12,36,1
2009,1,12,10,68,38,67,7
2002,10,11,11,52,21,46,8
2004,3,23,23,21,1,6,1
2007,12,24,22,10,0,4,2
2006,7,4,19,66,25,71,10
2017,6,3,9,85,6,61,4
2009,3,15,21,77,63,87,85
2013,10,14,22,51,4,14,8
2012,3,17,11,51,6,47,8
2003,1,29,14,74,7,49,1
2007,10,27,17,82,9,64,15
2010,8,26,10,93,26,63,4
2000,1,28,16,23,7,42,9
2002,3,2,13,29,20,38,3
2006,8,3,21,85,39,53,31
2008,4,2,12,73,8,75,5
2013,6,27,14,60,18,78,12
2014,4,28,16,78,13,62,13
2012,10,30,7,26,1,37,0
2002,3,9,16,42,16,45,6
2008,10,25,22,19,6,6,5
2015,2,5,13,60,1,65,3
2004,8,1,1,4,4,2,2
2009,8,15,22,39,8,21,2
2010,12,25,21,21,21,27,7
2014,5,7,11,45,5,64,3
2013,3,11,18,59,28,86,15
2011,6,10,10,100,14,54,10
2005,5,12,10,70,2,64,2
2005,5,17,5,2,0,12,1
2018,9,10,6,18,1,22,2
2008,1,8,19,54,10,92,10
2003,10,19,8,101,8,72,0
2010,10,14,15,87,29,80,8
2015,5,2,7,21,1,57,1
2013,5,24,20,66,20,90,24
2002,7,14,23,12,3,9,5
2010,4,10,23,3,3,8,3
2010,9,3,7,45,1,68,1
2016,4,16,11,58,3,45,5
2016,2,18,15,69,5,67,10
2010,9,24,21,79,16,67,17
2005,12,17,22,41,18,24,8
2013,5,12,9,72,5,62,3
2009,11,5,15,67,9,86,5
2003,2,16,7,15,1,37,3
2004,2,16,6,16,0,9,1
2008,3,25,5,3,0,12,1
2000,4,15,13,50,8,23,7
2007,8,29,15,21,21,22,5
2018,10,30,17,47,1,49,1
2000,4,9,17,54,18,19,8
2015,2,1,9,61,0,59,6
2001,6,19,20,60,9,54,1
2015,7,30,9,98,7,81,2
2012,2,23,21,64,21,65,10
2017,9,22,22,54,3,31,9
2008,1,17,22,54,41,30,23
2011,10,3,13,72,6,77,4
2000,3,24,22,26,5,62,4
2018,9,25,6,16,4,18,2
2003,12,13,20,39,23,52,36
2018,7,26,1,1,1,2,2
2007,6,11,10,72,30,77,17
2013,7,24,6,9,0,23,1
2009,1,17,5,1,0,4,0
2014,1,31,11,29,15,63,22
2002,2,11,17,61,19,42,1
2001,1,20,15,32,7,42,9
2015,9,7,0,1,1,2,0
2002,10,2,10,35,0,47,0
2018,7,21,0,4,4,9,7
2007,8,13,18,66,19,71,22
2002,8,24,11,53,4,41,4
2014,9,30,20,73,15,78,12
2005,5,22,13,68,8,68,4
2008,6,30,18,71,13,74,22
2003,10,14,11,73,33,49,4
2005,1,1,23,21,1,5,2
2004,4,3,15,59,7,64,12
2016,9,4,16,58,1,59,0
2005,4,28,14,72,12,65,1
2011,11,11,6,9,0,15,1
2006,3,27,17,79,12,72,6
2017,5,24,16,62,27,59,24
2009,11,28,23,1,1,5,2
2013,3,20,6,7,1,19,1
2008,1,28,16,87,15,63,6
2007,4,16,17,70,25,68,17
2009,1,7,13,69,16,80,12
2003,12,4,21,45,40,48,47
2016,2,5,12,53,4,67,8
2005,12,19,20,56,13,86,20
2013,5,18,11,47,7,55,2
2003,1,22,15,56,14,52,29
2007,11,1,21,96,6,46,9
2016,2,13,14,33,1,55,3
2015,8,28,23,22,2,13,5
2018,8,27,9,82,4,84,4
2017,10,2,16,71,7,54,9
2012,9,13,13,72,12,78,7
2008,10,9,21,84,17,61,15
2010,8,23,21,81,12,64,10
2015,8,8,12,58,1,65,5
2015,9,20,22,55,6,25,8
2017,12,23,18,38,13,55,21
2014,1,3,11,55,22,58,10
2004,1,14,11,82,9,70,2
2012,6,30,5,2,0,4,1
2010,8,11,12,65,7,78,6
2006,5,4,13,63,11,64,8
2003,1,27,12,65,1,53,6
2017,8,25,22,59,7,26,8
2005,4,25,9,86,16,69,0
2000,10,21,21,44,4,20,4
2001,4,13,15,28,6,50,11
2011,10,3,18,28,1,82,8
2018,8,10,20,72,25,84,32
2015,7,26,21,68,15,63,10
2004,1,5,19,49,44,63,54
2012,4,25,14,80,8,84,4
2015,11,25,22,47,3,24,6
2018,12,26,15,77,9,70,4
2017,2,12,17,62,8,57,10
2008,4,7,8,80,14,84,2
2017,9,1,11,47,10,51,5
2009,4,30,16,88,20,71,6
2005,9,23,21,69,13,74,15
2002,11,26,11,60,12,38,3
2001,9,30,13,25,3,30,2
2004,8,1,14,79,23,70,12
2014,12,16,8,81,1,81,1
2015,9,2,12,73,4,62,1
2018,5,15,10,69,6,58,8
2003,10,19,7,23,1,48,0
2006,6,27,11,57,27,68,24
2008,8,14,21,96,30,45,17
2006,6,28,10,68,32,66,9
2013,5,12,6,6,0,17,0
2002,5,16,20,55,6,50,4
2006,8,12,9,91,16,62,12
2006,6,22,8,64,9,92,5
2014,2,25,14,70,11,75,4
2008,2,21,19,53,27,68,30
2014,5,19,18,45,8,76,13
2012,12,8,12,57,1,57,4
2004,1,3,9,67,30,56,8
2016,4,16,20,30,2,45,7
2003,3,12,21,45,5,60,5
2005,10,31,7,55,1,60,3
2010,2,13,23,13,13,11,5
2008,10,13,16,75,20,70,17
2003,1,29,1,2,2,2,2
2002,11,23,8,54,1,36,1
2009,1,12,21,85,9,63,13
2004,8,6,23,23,3,8,4
2014,6,4,14,60,6,76,6
2018,11,22,12,77,3,46,2
2016,1,6,9,88,6,79,3
2000,10,9,10,58,7,47,2
2016,3,6,23,23,4,14,4
2002,10,30,13,22,1,40,2
2015,9,3,11,42,3,59,3
2001,7,9,18,26,7,37,6
2011,5,6,0,1,1,3,1
2012,1,6,5,4,1,5,0
2000,11,9,19,30,15,49,39
2018,6,23,16,56,12,77,18
2006,12,19,10,83,11,65,2
2007,8,29,0,18,18,11,9
2011,8,11,8,94,3,78,2
2005,4,25,22,64,8,72,8
2001,10,8,22,20,2,41,6
2014,11,2,11,50,7,51,3
2001,3,14,9,23,4,49,3
2008,10,9,10,74,26,70,13
2004,5,10,20,74,23,82,11
2008,6,14,23,20,13,13,10
2000,3,30,0,14,13,2,1
2014,9,22,8,84,7,76,1
2000,5,8,8,67,2,36,2
2004,10,28,18,59,52,69,54
2014,9,5,10,80,2,51,6
2007,9,12,15,83,19,77,10
2003,2,13,11,69,8,72,3
2011,8,14,11,61,15,61,6
2018,8,20,23,20,6,19,8
